address	old_name	new_name	status
1401b17e0	FUN_1401b17e0	dxarchive_open_archive_dispatch_candidate	OK
1401b3410	FUN_1401b3410	dxarchive_open_from_file_candidate	OK
1401b3750	FUN_1401b3750	dxarchive_open_from_file_wait_candidate	OK
1401b3b60	FUN_1401b3b60	dxarchive_open_from_memory_candidate	OK
1401b3280	FUN_1401b3280	dxarchive_key_create_candidate	OK
1401b3000	FUN_1401b3000	dxarchive_xor_keyconv_candidate	OK
1401b31d0	FUN_1401b31d0	dxarchive_keyconv_file_read_candidate	OK
1401b5b00	FUN_1401b5b00	dxarchive_huffman_decode_candidate	OK
1401b2550	FUN_1401b2550	dxarchive_lz_decode_candidate	OK
